Date,Open,High,Low,Close,Adj Close,Volume
2019-07-29,1735.274414,1736.281860,1690.749146,1703.441895,1340.416992,26299986
2019-08-05,1685.108032,1700.947754,1653.879883,1682.085938,1323.612549,44394231
2019-08-12,1684.704956,1705.366943,1644.612183,1670.199097,1333.217285,38879295
2019-08-19,1669.594727,1714.724243,1664.759399,1703.643433,1359.913696,35870216
2019-08-26,1703.643433,1733.058228,1685.108032,1724.193481,1376.317505,27955711
2019-09-02,1724.596436,1780.001099,1708.478760,1727.819946,1379.212280,37788826
2019-09-09,1735.475952,1744.340576,1634.337158,1654.443970,1320.640747,47140495
2019-09-16,1636.956299,1690.547729,1634.337158,1683.899048,1344.152710,45761352
2019-09-23,1685.108032,1741.520020,1682.488770,1737.692139,1387.092407,57749010
2019-09-30,1755.824463,1783.627563,1663.550537,1711.500854,1366.185547,47131204
2019-10-07,1707.471313,1745.348022,1653.275513,1687.324219,1346.887207,46476040
2019-10-14,1689.741821,1709.979614,1624.263550,1658.312256,1323.728516,45272527
2019-10-21,1656.499023,1733.058228,1631.919556,1712.508057,1366.989624,43326608
2019-10-28,1715.328735,1809.617432,1709.889038,1773.956909,1416.040649,46969929
2019-11-04,1765.898071,1780.404053,1677.250610,1749.780273,1396.741821,31259795
2019-11-11,1744.340576,1766.099487,1690.129761,1712.306641,1366.829102,33531870
2019-11-18,1720.768433,1743.131836,1702.434448,1726.409546,1397.022095,37727027
2019-11-25,1731.647949,1778.590820,1720.163940,1766.905396,1429.791748,31754048
2019-12-02,1764.689209,1780.202515,1702.434448,1742.124390,1409.738892,38047742
2019-12-09,1738.497925,1781.612915,1668.990356,1737.692139,1406.152222,40982909
2019-12-16,1736.281860,1864.014648,1732.856689,1826.541016,1478.049194,101941095
2019-12-23,1819.086548,1840.241089,1804.379150,1832.182251,1482.614258,12106390
2019-12-30,1818.280640,1829.160156,1776.173096,1797.529053,1454.572632,15426606
2020-01-06,1788.261353,1818.683594,1762.674561,1810.624756,1465.169800,28230308
2020-01-13,1810.423340,1864.770142,1802.475220,1859.582275,1504.786377,41546745
2020-01-20,1859.380859,1870.663330,1826.248901,1836.211548,1485.874756,39638928
2020-01-27,1808.207153,1838.226440,1784.433472,1797.126221,1454.246582,43544280
2020-02-03,1797.126221,1860.589722,1682.488770,1712.709595,1385.936157,76644531
2020-02-10,1709.485962,1755.421509,1674.631470,1680.877075,1360.177002,55222770
2020-02-17,1690.950684,1700.621338,1652.066650,1670.400635,1351.699463,43817552
2020-02-24,1657.304932,1677.881226,1544.480835,1573.694214,1295.477783,68373102
2020-03-02,1600.691406,1681.280029,1582.961914,1605.325195,1321.516724,85011607
2020-03-09,1541.257324,1599.482544,1388.541870,1413.121460,1163.293213,102097564
2020-03-16,1378.065308,1518.490967,1337.959351,1459.661255,1201.604980,123565528
2020-03-23,1395.391846,1520.908691,1358.383545,1453.617188,1196.629272,82578418
2020-03-30,1480.614380,1785.551636,1426.217041,1500.358643,1235.107422,51277433
2020-04-06,1511.439453,1572.283936,1496.530640,1555.561768,1280.551025,53374055
2020-04-13,1555.561768,1705.658081,1555.561768,1672.818237,1377.077637,48345463
2020-04-20,1672.818237,1712.306641,1644.007813,1700.016846,1399.467651,38566460
2020-04-27,1702.031616,1722.581665,1613.182617,1623.054688,1336.111694,52304276
2020-05-04,1639.172485,1730.637451,1630.106201,1686.921143,1388.687256,36352726
2020-05-11,1680.272705,1761.415283,1651.506592,1659.923950,1366.463013,58027327
2020-05-18,1692.360962,1709.083130,1652.268066,1675.437256,1398.154297,48867256
2020-05-25,1675.437256,1705.658081,1635.861328,1684.100586,1405.383911,48943039
2020-06-01,1704.046265,1704.046265,1639.978394,1649.649048,1376.634155,40095389
2020-06-08,1626.882690,1706.061035,1597.669312,1610.966431,1344.353271,43953549
2020-06-15,1597.205933,1688.130127,1573.291260,1669.191650,1392.942383,39223341
2020-06-22,1666.371094,1690.969849,1627.688599,1659.118042,1384.536011,39585167
2020-06-29,1654.282837,1678.056519,1630.509155,1637.762207,1366.714478,29257402
2020-07-06,1662.140259,1672.616699,1579.335449,1586.588379,1324.009766,46222219
2020-07-13,1591.826660,1676.646240,1584.573730,1672.415283,1395.632568,31712556
2020-07-20,1662.140259,1682.085938,1578.529541,1591.826660,1328.381348,38909463
2020-07-27,1586.386841,1643.604858,1521.992554,1541.055786,1286.012695,42839602
2020-08-03,1544.480835,1603.914917,1541.257324,1566.642700,1307.365356,30439454
2020-08-10,1570.470703,1631.113647,1541.055786,1547.099976,1291.056641,30231554
2020-08-17,1551.330933,1580.947144,1521.916016,1526.348389,1292.649902,34429633
2020-08-24,1538.033691,1555.561768,1482.427612,1482.830444,1255.795166,27508457
2020-08-31,1482.830444,1519.901245,1439.111206,1445.759766,1224.400146,35684193
2020-09-07,1456.639160,1550.525024,1456.639160,1535.011719,1299.987061,30187682
2020-09-14,1538.436646,1559.470337,1513.655640,1536.824951,1301.522583,43487190
2020-09-21,1521.311646,1528.564575,1460.668701,1485.248169,1257.842651,34030823
2020-09-28,1495.926147,1500.157104,1438.909668,1455.228882,1232.419556,36786950
2020-10-05,1456.437744,1466.108398,1422.187622,1457.848145,1234.637939,35609809
2020-10-12,1449.386353,1472.354004,1386.325684,1420.374390,1202.901733,48618593
2020-10-19,1421.784668,1431.858154,1334.144531,1353.687256,1146.425049,36678218
2020-10-26,1349.657959,1378.266846,1293.447266,1301.304688,1102.062622,62178788
2020-11-02,1309.766479,1444.147949,1303.520874,1409.293457,1193.517456,55756881
2020-11-09,1419.366943,1493.105591,1413.121460,1447.572998,1225.935791,57554315
2020-11-16,1443.745117,1476.292847,1373.935181,1403.853760,1208.378418,59335488
2020-11-23,1402.040527,1407.480225,1367.790283,1393.780151,1199.707642,71197414
2020-11-30,1394.787476,1412.114014,1370.812378,1396.197754,1201.788452,49063742
2020-12-07,1406.674316,1444.752441,1389.952148,1423.597900,1225.373291,40555591
2020-12-14,1419.971436,1427.022949,1364.494141,1366.380005,1176.122559,75239051
2020-12-21,1377.662354,1387.534546,1338.576904,1342.404907,1155.485718,25498070
2020-12-28,1342.404907,1392.772827,1342.404907,1351.874023,1163.636353,15699115
2021-01-04,1368.193237,1457.243652,1367.387329,1418.762573,1221.211426,42957772
2021-01-11,1415.538940,1425.401123,1370.207886,1424.000854,1225.720093,56627403
2021-01-18,1419.366943,1426.619995,1370.876831,1390.355103,1196.759155,43146309
2021-01-25,1400.227173,1433.873047,1362.149048,1366.984375,1176.642822,46245116
2021-02-01,1370.006470,1395.190430,1265.644165,1275.113403,1097.563965,78055542
2021-02-08,1284.381104,1301.304688,1262.420654,1287.403076,1108.142456,57614293
2021-02-15,1292.641357,1305.525513,1221.521851,1224.141113,1053.689453,54366728
2021-02-22,1220.111572,1259.962646,1199.561523,1199.561523,1056.147461,56361054
2021-03-01,1211.448364,1256.175049,1204.598267,1252.145630,1102.444946,49221697
2021-03-08,1257.182373,1281.963379,1230.588257,1269.069214,1117.345215,49801096
2021-03-15,1272.897217,1316.616455,1265.764160,1305.737061,1149.629028,60951002
2021-03-22,1310.572388,1320.847412,1286.194336,1306.744385,1150.515991,68123884
2021-03-29,1313.795898,1324.740845,1280.956055,1287.000244,1133.132446,31243474
2021-04-05,1287.000244,1332.129761,1287.000244,1329.309204,1170.382935,44748986
2021-04-12,1324.675415,1399.219849,1278.426636,1356.306396,1194.152588,57737049
2021-04-19,1351.269653,1364.365356,1332.532837,1352.478516,1190.782349,35571587
2021-04-26,1350.060791,1379.878540,1323.063599,1349.456421,1188.121582,36393654
2021-05-03,1349.456421,1371.114624,1340.793091,1365.574097,1202.312500,38928615
2021-05-10,1364.969727,1383.867676,1329.309204,1380.483032,1215.438721,55519047
2021-05-17,1384.713867,1395.996338,1355.299072,1364.969727,1201.780273,31662543
2021-05-24,1370.006470,1374.841797,1337.972534,1354.090210,1213.127197,50035218
2021-05-31,1354.090210,1368.646484,1340.188721,1364.163818,1222.152100,23682323
2021-06-07,1362.753540,1418.561157,1353.284302,1413.725830,1266.554565,37730866
2021-06-14,1414.934570,1462.280396,1411.912598,1433.873047,1284.604492,67453401
2021-06-21,1428.836182,1454.221558,1381.691772,1423.597900,1275.398926,41171694
2021-06-28,1420.575806,1459.734863,1416.747925,1448.378906,1297.600342,29582931
2021-07-05,1452.206909,1454.624512,1427.627319,1445.759766,1295.253906,26539625
2021-07-12,1438.708252,1454.826050,1417.150757,1435.081787,1285.687500,29203589
2021-07-19,1434.880249,1451.602539,1411.912598,1426.418457,1277.925781,33815427
2021-07-26,1421.583252,1436.693604,1393.442749,1428.231812,1279.550659,32993662
2021-08-02,1431.858154,1456.236328,1416.747925,1446.968628,1296.336914,31192255
2021-08-09,1448.781860,1505.999756,1224.775757,1502.776245,1346.334717,30020790
2021-08-16,1500.963013,1540.048462,1494.806030,1526.549927,1367.633545,31651516
2021-08-23,1534.004272,1536.824951,1481.621704,1486.457031,1352.614868,23591670
2021-08-30,1486.457031,1500.241699,1462.481934,1489.680542,1355.548218,26260534
2021-09-06,1485.248169,1507.007080,1417.352295,1430.045044,1301.282471,31492903
2021-09-13,1438.305298,1443.140625,1393.780151,1398.413940,1272.499390,44949012
2021-09-20,1401.033081,1444.752441,1387.534546,1398.212524,1272.315918,34797496
2021-09-27,1408.487549,1429.440552,1389.952148,1395.794800,1270.115967,34247758
2021-10-04,1394.988892,1420.978760,1372.827148,1409.293457,1282.399292,33664206
2021-10-11,1403.652222,1471.176392,1388.288940,1409.897827,1282.949219,41825290
2021-10-18,1403.853760,1436.693604,1395.794800,1431.253784,1302.382080,29530907
2021-10-25,1438.506836,1523.124878,1432.462646,1519.699829,1382.864380,43032266
2021-11-01,1531.183716,1602.706055,1497.417114,1587.595703,1444.646851,50092173
2021-11-08,1585.379639,1616.204712,1552.338257,1605.123779,1460.596802,39439149
2021-11-15,1604.922241,1610.966431,1517.685059,1532.795532,1394.781128,76935079
2021-11-22,1539.242554,1559.591187,1514.058594,1521.916016,1406.146118,29306184
2021-11-29,1526.751343,1566.038330,1516.476318,1545.891113,1428.297485,51961874
2021-12-06,1553.748535,1625.069458,1550.121948,1623.860596,1500.335815,33507605
2021-12-13,1619.629761,1636.553345,1601.094360,1625.270874,1501.638916,78861340
2021-12-20,1597.467896,1631.113647,1586.386841,1625.875244,1502.197144,25245412
2021-12-27,1625.875244,1640.767090,1612.779663,1618.420898,1495.309692,9733371
2022-01-03,1618.420898,1619.629761,1590.416382,1610.160645,1487.677979,23858786
2022-01-10,1611.772339,1662.744629,1599.753540,1653.073975,1527.326782,50304689
2022-01-17,1733.058228,1749.780273,1632.725342,1659.319580,1533.097412,62137234
2022-01-24,1654.282837,1709.385254,1605.325195,1673.221191,1545.941772,55270354
2022-01-31,1683.496216,1684.704956,1640.582764,1647.029907,1521.742676,34882517
2022-02-07,1645.619629,1679.265259,1612.376831,1631.315063,1507.223267,46662899
2022-02-14,1632.120972,1632.523926,1567.650146,1578.529541,1458.453003,45627498
2022-02-21,1576.514771,1594.848755,1513.411865,1575.507446,1455.660767,51273108
2022-02-28,1550.927856,1572.485352,1485.449707,1499.552734,1411.085938,44947814
2022-03-07,1470.742310,1568.456055,1456.034790,1557.979370,1466.066040,55661569
2022-03-14,1559.389648,1633.329834,1545.891113,1621.845947,1526.164551,60869865
