Date,Open,High,Low,Close,Adj Close,Volume
2019-07-29,4710.000000,4747.024902,4572.000000,4676.000000,4394.319336,1597294
2019-08-05,4654.000000,4804.000000,4586.000000,4744.000000,4458.223633,2551380
2019-08-12,4782.000000,4792.000000,4576.000000,4680.000000,4398.078613,2054224
2019-08-19,4702.000000,4737.120117,4580.000000,4580.000000,4304.103027,1507562
2019-08-26,4580.000000,4716.000000,4510.000000,4702.000000,4455.980957,1789088
2019-09-02,4692.000000,4808.000000,4658.000000,4808.000000,4556.434082,2376016
2019-09-09,4804.000000,4972.000000,4744.959961,4902.000000,4645.517090,2685395
2019-09-16,4874.000000,4898.000000,4738.000000,4870.000000,4615.190430,2249660
2019-09-23,4878.000000,4884.000000,4664.000000,4848.000000,4594.342285,2301822
2019-09-30,4764.000000,4908.000000,4610.000000,4748.000000,4499.574707,2461117
2019-10-07,4724.000000,4826.000000,4627.680176,4734.000000,4486.306152,2985766
2019-10-14,4692.000000,4800.000000,4627.680176,4730.000000,4482.516113,2150358
2019-10-21,4722.000000,4872.000000,4606.000000,4820.000000,4567.807129,3409730
2019-10-28,4806.000000,4860.000000,4746.000000,4840.000000,4586.760742,2425182
2019-11-04,4840.000000,4940.000000,4780.000000,4780.000000,4529.899414,1516178
2019-11-11,4756.000000,4906.000000,48.619999,4746.000000,4497.679199,2659286
2019-11-18,4772.000000,4862.000000,4648.000000,4818.000000,4565.911621,2910781
2019-11-25,4788.000000,5070.000000,4788.000000,4980.000000,4719.435547,2544818
2019-12-02,4958.000000,5035.000000,4824.000000,4906.000000,4649.307617,2565423
2019-12-09,4838.000000,4928.000000,4770.000000,4876.000000,4620.876465,2785640
2019-12-16,4920.000000,4994.000000,4832.000000,4960.000000,4700.481934,3210434
2019-12-23,4986.000000,5177.500000,4964.399902,5120.000000,4852.110352,774205
2019-12-30,5130.000000,5195.000000,5060.000000,5085.000000,4818.941406,1243281
2020-01-06,5040.000000,5130.000000,5025.000000,5060.000000,4795.249023,1914833
2020-01-13,4998.000000,5201.274902,4992.000000,5120.000000,4852.110352,2162621
