Date,Open,High,Low,Close,Adj Close,Volume
2019-07-29,8990.000000,9090.000000,8755.000000,8790.000000,8363.896484,697280
2019-08-05,8705.000000,8735.000000,7905.000000,7920.000000,7536.070313,1719931
2019-08-12,8075.000000,8075.000000,7600.000000,7785.000000,7407.614258,1268585
2019-08-19,7795.000000,8055.000000,7795.000000,7875.000000,7493.251953,963180
2019-08-26,7875.000000,8035.000000,7675.000000,8025.000000,7635.980957,923386
2019-09-02,8015.000000,8170.000000,7940.000000,8125.000000,7731.133301,829523
2019-09-09,8220.000000,8225.000000,7770.000000,8130.000000,7735.890625,1104950
2019-09-16,8020.000000,8165.000000,7910.000000,8005.000000,7616.950195,1263554
2019-09-23,8070.000000,8105.000000,7575.000000,7890.000000,7507.524902,969184
2019-09-30,7815.000000,7935.757813,7385.000000,7605.000000,7236.340820,1403081
2019-10-07,7660.000000,7740.000000,7415.000000,7565.000000,7198.279297,801870
2019-10-14,7545.000000,7715.000000,7220.000000,7500.000000,7166.605957,1164838
2019-10-21,7515.000000,7630.000000,7375.000000,7595.000000,7257.382324,757913
2019-10-28,7590.000000,8110.000000,7500.000000,8080.000000,7720.822754,1510136
2019-11-04,8110.000000,8520.000000,8110.000000,8440.000000,8064.820313,1007964
2019-11-11,8435.000000,8455.000000,8130.000000,8425.000000,8050.486328,880430
2019-11-18,8500.000000,8725.000000,8275.000000,8590.000000,8208.153320,1182038
2019-11-25,8595.000000,9165.000000,8585.000000,8925.000000,8528.259766,1108305
2019-12-02,8855.000000,9000.000000,8740.000000,8850.000000,8456.595703,700793
2019-12-09,8810.000000,8885.000000,8565.000000,8600.000000,8217.708008,1935524
2019-12-16,8630.000000,9120.000000,8602.049805,9000.000000,8599.927734,1598071
2019-12-23,9020.000000,9350.000000,9005.000000,9125.000000,8719.369141,251737
2019-12-30,9135.000000,9165.000000,8875.000000,9020.000000,8619.038086,330976
2020-01-06,8850.000000,9050.000000,8775.000000,8915.000000,8518.706055,390283
2020-01-13,8895.000000,9225.000000,8895.000000,9175.000000,8767.147461,693160
2020-01-20,9115.000000,9300.000000,8905.000000,9155.000000,8748.037109,518545
2020-01-27,8995.000000,9100.000000,8675.000000,8920.000000,8523.484375,657829
2020-02-03,8910.000000,9535.000000,8845.000000,9185.000000,8776.704102,645692
2020-02-10,8970.000000,9425.000000,8970.000000,9275.000000,8862.703125,618409
2020-02-17,9400.000000,9525.000000,9030.000000,9365.000000,8948.702148,588832
2020-02-24,9215.000000,9220.000000,8225.000000,8395.000000,8021.820313,876836
